Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
PLANT_0821,Corn,Yellow,0.19,87.27,22.84,Severe Infection
PLANT_0822,Rice,Brown,5.1,77.95,27.98,Mild Infection
PLANT_0823,Wheat,Green,2.17,58.9,23.73,Mild Infection
PLANT_0824,Tomato,Brown,1.98,53.57,25.22,Healthy
PLANT_0825,Tomato,Yellow,8.06,57.9,15.67,Severe Infection
PLANT_0826,Potato,Green,5.24,36.45,29.58,Severe Infection
PLANT_0827,Tomato,Brown,9.2,37.51,24.57,Healthy
PLANT_0828,Corn,Green,6.7,79.89,26.7,Healthy
PLANT_0829,Rice,Brown,7.87,86.21,22.22,Mild Infection
PLANT_0830,Corn,Yellow,5.34,59.28,23.21,Healthy
PLANT_0831,Rice,Brown,1.33,76.86,27.41,Mild Infection
PLANT_0832,Wheat,Brown,4.4,43.44,31.84,Severe Infection
PLANT_0833,Corn,Yellow,2.38,37.72,17.73,Healthy
PLANT_0834,Wheat,Green,1.39,50.63,24.56,Healthy
PLANT_0835,Corn,Brown,8.4,76.11,26.82,Mild Infection
PLANT_0836,Tomato,Brown,7.68,65.54,21.93,Healthy
PLANT_0837,Corn,Yellow,7.1,53.96,17.98,Healthy
PLANT_0838,Rice,Green,4.83,74.42,34.59,Healthy
PLANT_0839,Potato,Brown,5.02,54.72,23.51,Healthy
PLANT_0840,Potato,Yellow,4.25,77.62,22.69,Mild Infection
PLANT_0841,Wheat,Brown,4.1,45.18,23.52,Healthy
PLANT_0842,Rice,Yellow,5.87,48.32,29.38,Severe Infection
PLANT_0843,Potato,Green,2.94,73.54,23.2,Healthy
PLANT_0844,Rice,Brown,1.79,50.79,28.41,Mild Infection
PLANT_0845,Potato,Green,0.9,83.35,20.99,Healthy
PLANT_0846,Corn,Brown,8.09,45.03,31.4,Healthy
PLANT_0847,Tomato,Brown,1.75,32.14,24.8,Healthy
PLANT_0848,Wheat,Yellow,0.22,48.1,22.94,Healthy
PLANT_0849,Tomato,Yellow,0.88,79.08,27.83,Healthy
PLANT_0850,Corn,Brown,8.68,77.94,16.57,Healthy
PLANT_0851,Tomato,Yellow,6.25,67.44,18.77,Severe Infection
PLANT_0852,Wheat,Brown,4.18,79.1,16.11,Healthy
PLANT_0853,Wheat,Brown,8.8,52.8,25.28,Healthy
PLANT_0854,Corn,Yellow,2.72,50.22,18.79,Healthy
PLANT_0855,Corn,Brown,5.01,32.86,25.88,Healthy
PLANT_0856,Corn,Brown,0.69,76.9,30.2,Healthy
PLANT_0857,Potato,Brown,6.13,83.73,31.23,Mild Infection
PLANT_0858,Wheat,Green,3.25,60.18,29.13,Healthy
PLANT_0859,Corn,Brown,0.2,59.77,25.62,Healthy
PLANT_0860,Tomato,Brown,3.03,88.08,15.61,Healthy
PLANT_0861,Corn,Yellow,9.91,78.43,24.24,Mild Infection
PLANT_0862,Wheat,Yellow,6.4,37.32,33.26,Healthy
PLANT_0863,Rice,Brown,4.41,75.9,21.39,Mild Infection
PLANT_0864,Potato,Brown,0.36,69.31,15.45,Severe Infection
PLANT_0865,Potato,Green,6.54,40.46,20.33,Mild Infection
PLANT_0866,Rice,Green,9.0,35.28,26.3,Healthy
PLANT_0867,Corn,Yellow,1.59,80.06,26.26,Mild Infection
PLANT_0868,Tomato,Brown,5.58,40.39,17.6,Healthy
PLANT_0869,Potato,Brown,1.66,40.87,26.35,Severe Infection
PLANT_0870,Rice,Yellow,3.81,55.58,29.19,Healthy
PLANT_0871,Wheat,Brown,1.38,59.74,22.61,Healthy
PLANT_0872,Potato,Brown,1.57,64.19,34.75,Mild Infection
PLANT_0873,Wheat,Brown,8.37,40.71,15.2,Healthy
PLANT_0874,Wheat,Yellow,3.08,85.94,33.12,Healthy
PLANT_0875,Tomato,Brown,1.55,42.03,15.41,Healthy
PLANT_0876,Tomato,Green,0.52,50.94,33.79,Healthy
PLANT_0877,Potato,Yellow,7.28,50.29,34.17,Healthy
PLANT_0878,Corn,Brown,8.41,47.09,25.82,Healthy
PLANT_0879,Wheat,Brown,0.72,74.6,25.3,Healthy
PLANT_0880,Wheat,Brown,9.72,47.84,19.24,Healthy
PLANT_0881,Tomato,Yellow,9.01,83.65,16.21,Healthy
PLANT_0882,Potato,Green,0.12,32.65,18.57,Severe Infection
PLANT_0883,Tomato,Yellow,0.78,68.52,28.58,Healthy
PLANT_0884,Wheat,Yellow,1.08,61.14,29.83,Healthy
PLANT_0885,Potato,Brown,9.71,52.53,20.68,Mild Infection
PLANT_0886,Corn,Green,2.61,72.88,23.1,Healthy
PLANT_0887,Potato,Brown,0.4,84.45,31.42,Healthy
PLANT_0888,Tomato,Green,8.04,61.96,15.08,Healthy
PLANT_0889,Potato,Brown,1.57,53.5,19.66,Healthy
PLANT_0890,Rice,Brown,3.84,57.4,21.58,Severe Infection
PLANT_0891,Rice,Brown,6.47,69.27,31.45,Healthy
PLANT_0892,Corn,Green,0.98,47.71,16.64,Mild Infection
PLANT_0893,Rice,Brown,4.9,74.31,27.45,Healthy
PLANT_0894,Tomato,Yellow,9.99,33.57,34.31,Healthy
PLANT_0895,Potato,Yellow,7.16,87.16,32.59,Healthy
PLANT_0896,Corn,Green,3.35,40.97,20.25,Healthy
PLANT_0897,Potato,Yellow,0.62,32.34,16.53,Healthy
PLANT_0898,Corn,Brown,8.73,62.28,23.46,Healthy
PLANT_0899,Corn,Brown,5.58,88.32,17.8,Healthy
PLANT_0900,Corn,Yellow,0.29,82.25,24.52,Healthy
PLANT_0901,Potato,Yellow,7.76,53.18,20.46,Mild Infection
PLANT_0902,Wheat,Brown,9.88,31.92,21.22,Severe Infection
PLANT_0903,Corn,Green,7.24,68.65,30.1,Healthy
PLANT_0904,Rice,Yellow,4.05,88.79,31.54,Healthy
PLANT_0905,Tomato,Brown,5.61,50.12,22.67,Healthy
PLANT_0906,Rice,Yellow,6.72,45.56,17.22,Healthy
PLANT_0907,Tomato,Brown,2.8,33.65,16.9,Severe Infection
PLANT_0908,Corn,Green,6.97,86.38,21.81,Mild Infection
PLANT_0909,Rice,Yellow,4.26,41.36,32.9,Healthy
PLANT_0910,Tomato,Brown,3.43,81.34,25.63,Healthy
PLANT_0911,Wheat,Brown,9.57,89.86,16.15,Mild Infection
PLANT_0912,Rice,Brown,4.4,54.02,31.37,Healthy
PLANT_0913,Wheat,Yellow,9.43,77.02,29.19,Mild Infection
PLANT_0914,Wheat,Green,2.32,30.89,32.65,Mild Infection
PLANT_0915,Wheat,Yellow,0.06,35.9,27.39,Healthy
PLANT_0916,Corn,Brown,7.21,81.34,30.95,Healthy
PLANT_0917,Tomato,Yellow,0.24,64.65,16.61,Severe Infection
PLANT_0918,Tomato,Green,5.4,79.67,19.29,Mild Infection
PLANT_0919,Tomato,Yellow,8.78,43.33,17.67,Healthy
PLANT_0920,Rice,Green,4.05,71.19,15.79,Healthy
PLANT_0921,Tomato,Brown,0.8,32.52,28.26,Healthy
PLANT_0922,Rice,Brown,8.43,78.99,22.79,Healthy
PLANT_0923,Rice,Yellow,8.59,89.22,32.33,Healthy
PLANT_0924,Tomato,Brown,4.22,44.54,23.62,Healthy
PLANT_0925,Potato,Green,1.76,47.24,16.99,Mild Infection
PLANT_0926,Tomato,Green,1.37,82.03,29.91,Healthy
PLANT_0927,Wheat,Brown,5.11,74.36,30.5,Mild Infection
PLANT_0928,Corn,Green,8.69,47.94,21.14,Mild Infection
PLANT_0929,Potato,Yellow,7.18,38.4,34.1,Healthy
PLANT_0930,Potato,Yellow,6.21,74.14,17.57,Healthy
PLANT_0931,Corn,Brown,3.95,70.01,24.74,Severe Infection
PLANT_0932,Corn,Brown,8.75,62.68,22.71,Healthy
PLANT_0933,Potato,Yellow,0.4,38.11,24.7,Healthy
PLANT_0934,Corn,Green,7.32,73.66,27.55,Severe Infection
PLANT_0935,Corn,Yellow,6.09,33.53,16.6,Mild Infection
PLANT_0936,Wheat,Brown,0.6,33.86,27.8,Healthy
PLANT_0937,Corn,Brown,4.99,42.82,24.13,Healthy
PLANT_0938,Wheat,Green,9.9,38.48,32.08,Healthy
PLANT_0939,Corn,Yellow,9.3,52.84,20.79,Mild Infection
PLANT_0940,Wheat,Yellow,3.2,33.05,26.88,Mild Infection
PLANT_0941,Rice,Yellow,4.43,74.45,21.64,Healthy
PLANT_0942,Rice,Green,5.97,81.48,29.78,Mild Infection
PLANT_0943,Tomato,Yellow,8.28,37.49,31.61,Severe Infection
PLANT_0944,Wheat,Yellow,2.22,79.99,32.86,Healthy
PLANT_0945,Wheat,Yellow,9.09,58.16,20.63,Healthy
PLANT_0946,Wheat,Brown,2.31,56.9,34.88,Mild Infection
PLANT_0947,Potato,Yellow,2.34,88.83,21.48,Healthy
PLANT_0948,Corn,Brown,7.15,40.3,27.81,Healthy
PLANT_0949,Wheat,Yellow,4.09,48.75,22.13,Healthy
PLANT_0950,Tomato,Green,3.64,48.96,33.35,Healthy
PLANT_0951,Corn,Brown,1.18,49.51,19.85,Healthy
PLANT_0952,Corn,Green,8.21,42.17,22.32,Healthy
PLANT_0953,Potato,Green,0.84,32.09,33.83,Healthy
PLANT_0954,Tomato,Brown,7.7,71.73,15.64,Healthy
PLANT_0955,Rice,Brown,9.21,74.95,18.11,Mild Infection
PLANT_0956,Tomato,Green,7.01,79.14,27.76,Healthy
PLANT_0957,Rice,Yellow,2.98,78.32,25.06,Severe Infection
PLANT_0958,Wheat,Brown,9.82,49.64,26.53,Healthy
PLANT_0959,Rice,Green,8.76,48.16,26.98,Healthy
PLANT_0960,Potato,Green,5.79,42.91,34.24,Healthy
PLANT_0961,Corn,Yellow,4.35,78.63,26.04,Healthy
PLANT_0962,Corn,Brown,5.43,70.89,31.6,Mild Infection
PLANT_0963,Wheat,Brown,5.15,33.35,21.07,Healthy
PLANT_0964,Wheat,Green,6.65,67.05,29.46,Healthy
PLANT_0965,Wheat,Green,9.5,34.88,22.71,Healthy
PLANT_0966,Potato,Green,2.99,86.43,32.11,Healthy
PLANT_0967,Rice,Green,2.3,71.43,24.6,Mild Infection
PLANT_0968,Corn,Yellow,4.15,73.89,15.44,Healthy
PLANT_0969,Wheat,Green,1.59,81.01,24.91,Healthy
PLANT_0970,Wheat,Yellow,3.3,35.29,26.56,Healthy
PLANT_0971,Wheat,Green,1.45,40.18,18.56,Mild Infection
PLANT_0972,Tomato,Yellow,2.13,58.39,21.19,Healthy
PLANT_0973,Rice,Yellow,9.0,89.01,31.91,Healthy
PLANT_0974,Wheat,Brown,0.72,59.72,27.81,Healthy
PLANT_0975,Potato,Brown,9.28,34.82,29.44,Healthy
PLANT_0976,Tomato,Yellow,8.31,52.08,18.58,Mild Infection
PLANT_0977,Wheat,Yellow,0.42,35.3,23.43,Healthy
PLANT_0978,Wheat,Green,2.81,41.73,30.47,Healthy
PLANT_0979,Rice,Yellow,2.9,43.5,15.19,Healthy
PLANT_0980,Potato,Brown,4.72,32.14,27.15,Healthy
PLANT_0981,Tomato,Green,4.42,82.92,26.56,Healthy
PLANT_0982,Corn,Yellow,9.9,52.72,21.11,Severe Infection
PLANT_0983,Rice,Yellow,5.33,32.87,18.49,Healthy
PLANT_0984,Corn,Brown,9.83,56.75,16.29,Healthy
PLANT_0985,Potato,Green,5.45,41.89,20.01,Healthy
PLANT_0986,Rice,Yellow,6.13,82.15,32.34,Severe Infection
PLANT_0987,Potato,Brown,2.8,39.11,16.39,Healthy
PLANT_0988,Tomato,Green,0.76,65.23,25.06,Mild Infection
PLANT_0989,Rice,Brown,1.37,43.24,20.67,Mild Infection
PLANT_0990,Rice,Green,9.0,46.18,33.32,Healthy
PLANT_0991,Tomato,Green,5.81,84.61,24.91,Mild Infection
PLANT_0992,Potato,Yellow,1.61,79.17,33.53,Healthy
PLANT_0993,Wheat,Brown,7.16,82.98,27.95,Mild Infection
PLANT_0994,Rice,Green,4.58,62.26,20.62,Healthy
PLANT_0995,Rice,Yellow,5.81,58.44,15.02,Healthy
PLANT_0996,Corn,Brown,9.63,71.9,23.08,Healthy
PLANT_0997,Wheat,Yellow,5.48,70.59,28.02,Healthy
PLANT_0998,Rice,Brown,5.5,60.31,23.24,Healthy
PLANT_0999,Wheat,Yellow,0.87,34.04,27.18,Healthy
PLANT_1000,Tomato,Yellow,4.39,79.5,24.24,Healthy
PLANT_1001,Potato,Green,9.22,74.28,16.95,Healthy
PLANT_1002,Corn,Yellow,9.03,65.64,30.46,Healthy
PLANT_1003,Tomato,Brown,0.05,30.04,19.72,Healthy
PLANT_1004,Rice,Yellow,4.61,72.5,31.01,Healthy
PLANT_1005,Tomato,Brown,0.64,55.78,33.08,Healthy
PLANT_1006,Tomato,Yellow,6.82,46.8,32.8,Healthy
PLANT_1007,Corn,Brown,8.5,54.62,21.02,Healthy
PLANT_1008,Corn,Yellow,7.75,57.39,15.19,Healthy
PLANT_1009,Corn,Brown,9.58,83.32,17.97,Mild Infection
PLANT_1010,Corn,Brown,4.25,30.96,24.12,Severe Infection
PLANT_1011,Rice,Yellow,6.34,61.34,25.94,Healthy
PLANT_1012,Potato,Green,7.44,67.94,25.97,Healthy
PLANT_1013,Rice,Yellow,6.64,41.0,34.43,Healthy
PLANT_1014,Potato,Green,2.93,47.27,32.89,Healthy
PLANT_1015,Wheat,Yellow,3.84,88.11,30.69,Healthy
PLANT_1016,Corn,Yellow,1.83,42.89,22.46,Mild Infection
PLANT_1017,Rice,Green,0.98,62.13,30.03,Healthy
PLANT_1018,Rice,Green,8.06,42.0,24.49,Healthy
PLANT_1019,Rice,Green,5.62,84.38,23.76,Mild Infection
PLANT_1020,Tomato,Brown,7.83,46.96,32.76,Severe Infection
PLANT_1021,Corn,Green,1.63,73.47,30.32,Severe Infection
PLANT_1022,Corn,Brown,3.74,32.6,15.4,Healthy
PLANT_1023,Tomato,Brown,8.63,43.9,23.65,Healthy
PLANT_1024,Corn,Green,3.85,65.2,29.86,Mild Infection
PLANT_1025,Wheat,Yellow,2.37,67.24,31.62,Healthy
PLANT_1026,Tomato,Yellow,2.16,89.54,26.52,Healthy
PLANT_1027,Potato,Brown,2.78,66.76,22.16,Mild Infection
PLANT_1028,Wheat,Green,1.84,53.62,25.16,Mild Infection
PLANT_1029,Corn,Green,1.77,36.35,22.72,Mild Infection
PLANT_1030,Tomato,Green,3.54,84.55,24.6,Healthy
PLANT_1031,Potato,Green,9.71,44.73,21.16,Mild Infection
PLANT_1032,Corn,Yellow,1.37,41.02,32.64,Healthy
PLANT_1033,Rice,Brown,5.57,46.42,23.87,Severe Infection
PLANT_1034,Potato,Brown,5.93,73.7,19.26,Healthy
PLANT_1035,Tomato,Brown,4.77,60.51,32.93,Healthy
PLANT_1036,Corn,Green,3.0,80.39,28.59,Healthy
PLANT_1037,Corn,Green,7.75,50.09,18.91,Healthy
PLANT_1038,Wheat,Green,3.03,83.46,15.66,Healthy
PLANT_1039,Tomato,Yellow,0.8,38.17,33.07,Healthy
PLANT_1040,Rice,Yellow,6.36,65.19,25.94,Healthy
PLANT_1041,Potato,Green,6.94,31.89,30.01,Mild Infection
PLANT_1042,Wheat,Yellow,3.74,81.76,29.14,Healthy
PLANT_1043,Wheat,Green,4.09,47.13,31.62,Severe Infection
PLANT_1044,Potato,Green,8.22,70.26,34.56,Healthy
PLANT_1045,Corn,Brown,0.13,73.11,16.9,Healthy
PLANT_1046,Wheat,Green,7.77,72.51,18.01,Mild Infection
PLANT_1047,Rice,Yellow,2.79,43.03,30.25,Healthy
PLANT_1048,Tomato,Brown,4.06,45.3,23.81,Healthy
PLANT_1049,Wheat,Green,2.38,79.88,28.3,Healthy
PLANT_1050,Potato,Green,8.18,73.54,20.53,Severe Infection
PLANT_1051,Rice,Brown,9.95,39.24,31.44,Mild Infection
PLANT_1052,Corn,Yellow,8.3,46.27,26.72,Healthy
PLANT_1053,Potato,Green,5.74,87.19,29.96,Healthy
PLANT_1054,Potato,Green,5.7,86.87,19.63,Healthy
PLANT_1055,Potato,Yellow,0.65,57.81,19.02,Mild Infection
PLANT_1056,Rice,Green,0.46,30.57,34.62,Healthy
PLANT_1057,Wheat,Green,7.95,31.14,17.39,Healthy
PLANT_1058,Corn,Yellow,5.56,44.81,26.48,Healthy
PLANT_1059,Corn,Yellow,9.88,81.34,23.43,Severe Infection
PLANT_1060,Potato,Green,0.47,72.31,26.68,Mild Infection
PLANT_1061,Corn,Yellow,3.08,63.71,32.74,Healthy
PLANT_1062,Wheat,Yellow,8.47,60.31,23.9,Healthy
PLANT_1063,Potato,Green,3.85,73.87,27.28,Healthy
PLANT_1064,Wheat,Yellow,2.67,71.9,19.76,Mild Infection
PLANT_1065,Wheat,Yellow,8.26,72.51,28.33,Healthy
PLANT_1066,Corn,Yellow,0.62,50.99,23.65,Healthy
PLANT_1067,Wheat,Yellow,3.03,79.63,34.07,Healthy
PLANT_1068,Wheat,Yellow,1.09,63.52,27.33,Mild Infection
PLANT_1069,Rice,Yellow,0.98,80.17,30.78,Healthy
PLANT_1070,Corn,Yellow,1.54,30.58,30.29,Healthy
PLANT_1071,Tomato,Green,9.12,50.19,33.17,Healthy
PLANT_1072,Rice,Green,2.01,37.58,23.21,Mild Infection
PLANT_1073,Tomato,Yellow,8.27,44.28,15.58,Healthy
PLANT_1074,Corn,Green,5.1,40.67,23.82,Healthy
PLANT_1075,Tomato,Green,0.96,89.41,23.09,Severe Infection
PLANT_1076,Rice,Green,2.45,35.81,29.52,Mild Infection
PLANT_1077,Wheat,Green,2.76,40.27,21.52,Healthy
PLANT_1078,Rice,Yellow,3.38,65.84,16.89,Mild Infection
PLANT_1079,Corn,Green,4.48,45.68,26.58,Healthy
PLANT_1080,Potato,Yellow,1.48,83.4,19.44,Healthy
PLANT_1081,Potato,Yellow,3.59,43.93,22.69,Healthy
PLANT_1082,Corn,Brown,4.47,55.12,33.53,Healthy
PLANT_1083,Corn,Green,2.46,33.69,24.8,Healthy
PLANT_1084,Wheat,Green,7.21,69.3,23.64,Healthy
PLANT_1085,Corn,Yellow,8.97,56.53,33.49,Healthy
PLANT_1086,Wheat,Yellow,6.73,67.99,33.7,Healthy
PLANT_1087,Rice,Brown,8.34,89.06,26.78,Healthy
PLANT_1088,Corn,Brown,1.04,70.52,23.68,Mild Infection
PLANT_1089,Wheat,Brown,3.85,71.35,31.68,Healthy
PLANT_1090,Potato,Brown,6.06,36.54,25.94,Mild Infection
PLANT_1091,Tomato,Brown,3.88,68.52,19.75,Healthy
PLANT_1092,Wheat,Yellow,8.12,55.0,31.42,Healthy
PLANT_1093,Tomato,Brown,3.12,51.98,31.33,Healthy
PLANT_1094,Corn,Green,3.02,36.96,33.06,Mild Infection
PLANT_1095,Rice,Yellow,1.99,86.64,28.03,Healthy
PLANT_1096,Corn,Brown,8.0,52.89,19.21,Healthy
PLANT_1097,Tomato,Green,9.41,72.41,24.91,Healthy
PLANT_1098,Corn,Yellow,2.37,35.86,22.64,Healthy
PLANT_1099,Corn,Brown,3.83,37.74,34.4,Mild Infection
PLANT_1100,Wheat,Yellow,9.44,33.46,33.5,Healthy
PLANT_1101,Rice,Brown,9.43,41.44,16.11,Healthy
PLANT_1102,Rice,Green,0.1,46.46,28.87,Healthy
PLANT_1103,Tomato,Brown,1.6,83.11,24.39,Mild Infection
PLANT_1104,Potato,Yellow,2.27,61.77,23.57,Mild Infection
PLANT_1105,Wheat,Yellow,6.01,53.62,23.67,Healthy
PLANT_1106,Tomato,Yellow,0.7,87.92,26.74,Healthy
PLANT_1107,Corn,Brown,3.91,53.21,20.76,Healthy
PLANT_1108,Tomato,Yellow,6.17,32.95,18.7,Healthy
PLANT_1109,Tomato,Brown,6.75,60.49,34.1,Healthy
PLANT_1110,Tomato,Yellow,0.06,68.39,26.47,Severe Infection
PLANT_1111,Wheat,Green,7.53,32.85,20.02,Mild Infection
PLANT_1112,Wheat,Green,8.52,51.21,21.2,Healthy
PLANT_1113,Tomato,Yellow,5.16,39.48,22.11,Healthy
PLANT_1114,Corn,Brown,2.4,77.31,29.98,Healthy
PLANT_1115,Potato,Green,6.45,72.41,27.9,Severe Infection
PLANT_1116,Tomato,Green,9.47,60.49,32.51,Healthy
PLANT_1117,Corn,Yellow,4.67,79.01,27.96,Healthy
PLANT_1118,Rice,Yellow,7.61,54.43,22.28,Healthy
PLANT_1119,Potato,Yellow,1.0,36.69,17.95,Healthy
PLANT_1120,Corn,Brown,3.46,49.42,21.19,Severe Infection
PLANT_1121,Corn,Brown,0.56,84.9,30.43,Mild Infection
PLANT_1122,Tomato,Brown,3.65,57.62,33.37,Healthy
PLANT_1123,Tomato,Yellow,9.22,40.34,22.63,Healthy
PLANT_1124,Potato,Brown,5.21,70.53,31.36,Healthy
PLANT_1125,Tomato,Green,1.46,45.65,25.39,Healthy
PLANT_1126,Wheat,Green,6.89,35.97,20.64,Healthy
PLANT_1127,Potato,Brown,4.45,52.46,34.35,Healthy
PLANT_1128,Corn,Brown,7.86,73.43,16.66,Healthy
PLANT_1129,Corn,Brown,9.7,69.43,21.02,Healthy
PLANT_1130,Tomato,Green,7.3,56.97,15.81,Healthy
PLANT_1131,Tomato,Green,0.98,31.55,17.66,Healthy
PLANT_1132,Rice,Yellow,1.19,87.63,33.9,Healthy
PLANT_1133,Wheat,Brown,9.59,63.37,26.06,Healthy
PLANT_1134,Rice,Yellow,1.25,83.39,28.47,Healthy
PLANT_1135,Wheat,Yellow,1.79,53.15,23.22,Healthy
PLANT_1136,Rice,Yellow,9.79,43.93,28.91,Healthy
PLANT_1137,Tomato,Green,6.66,41.91,25.64,Healthy
PLANT_1138,Corn,Brown,4.02,69.59,29.16,Healthy
PLANT_1139,Wheat,Brown,2.46,54.42,20.36,Healthy
PLANT_1140,Tomato,Yellow,1.69,51.57,33.77,Healthy
PLANT_1141,Rice,Yellow,2.03,45.75,29.61,Healthy
PLANT_1142,Tomato,Green,8.36,37.66,23.58,Severe Infection
PLANT_1143,Wheat,Brown,3.12,53.63,21.29,Healthy
PLANT_1144,Wheat,Yellow,8.94,69.8,16.61,Healthy
PLANT_1145,Rice,Yellow,1.82,43.78,28.03,Healthy
PLANT_1146,Wheat,Green,1.64,69.21,30.94,Mild Infection
PLANT_1147,Rice,Brown,6.38,84.49,29.78,Healthy
PLANT_1148,Potato,Yellow,1.21,41.43,31.84,Healthy
PLANT_1149,Wheat,Yellow,1.16,81.6,22.49,Healthy
PLANT_1150,Corn,Yellow,4.67,53.74,28.83,Healthy
PLANT_1151,Rice,Brown,7.19,31.83,32.44,Healthy
PLANT_1152,Tomato,Brown,1.95,81.81,26.32,Healthy
PLANT_1153,Tomato,Yellow,7.31,34.65,16.52,Mild Infection
PLANT_1154,Rice,Green,2.74,82.47,25.75,Healthy
PLANT_1155,Corn,Green,0.71,51.81,20.36,Healthy
PLANT_1156,Potato,Green,8.31,78.72,15.89,Healthy
PLANT_1157,Tomato,Yellow,6.62,41.26,33.16,Severe Infection
PLANT_1158,Tomato,Brown,4.44,62.08,32.19,Healthy
PLANT_1159,Tomato,Yellow,5.64,59.81,24.63,Mild Infection
PLANT_1160,Corn,Brown,5.58,61.58,29.29,Healthy
PLANT_1161,Corn,Brown,6.25,35.57,28.96,Healthy
PLANT_1162,Corn,Green,4.58,70.87,29.15,Healthy
PLANT_1163,Corn,Yellow,5.4,38.65,30.21,Mild Infection
PLANT_1164,Wheat,Green,9.68,60.45,26.04,Healthy
PLANT_1165,Corn,Yellow,5.79,58.62,26.39,Severe Infection
PLANT_1166,Corn,Green,1.43,49.05,29.19,Healthy
PLANT_1167,Tomato,Green,4.29,85.28,20.62,Mild Infection
PLANT_1168,Corn,Brown,9.52,67.2,21.75,Mild Infection
PLANT_1169,Potato,Brown,4.26,42.59,26.54,Severe Infection
PLANT_1170,Tomato,Yellow,2.55,86.35,25.77,Healthy
PLANT_1171,Corn,Green,4.72,50.1,21.49,Healthy
PLANT_1172,Potato,Yellow,9.51,43.0,24.03,Severe Infection
PLANT_1173,Potato,Brown,4.05,48.79,20.92,Severe Infection
PLANT_1174,Wheat,Yellow,6.86,49.32,32.32,Mild Infection
PLANT_1175,Tomato,Green,5.49,82.27,33.27,Healthy
PLANT_1176,Wheat,Yellow,6.21,82.56,24.16,Healthy
PLANT_1177,Wheat,Brown,7.27,80.19,24.08,Healthy
PLANT_1178,Potato,Yellow,7.01,88.01,31.97,Healthy
PLANT_1179,Rice,Brown,6.53,84.01,31.18,Healthy
PLANT_1180,Wheat,Green,3.41,37.05,31.66,Healthy
PLANT_1181,Tomato,Green,3.56,54.05,26.73,Healthy
PLANT_1182,Corn,Green,7.59,60.07,17.92,Healthy
PLANT_1183,Tomato,Yellow,9.15,56.04,30.98,Mild Infection
PLANT_1184,Potato,Yellow,6.77,44.15,22.24,Healthy
PLANT_1185,Rice,Yellow,8.18,77.76,26.15,Healthy
PLANT_1186,Rice,Green,0.77,33.06,25.4,Healthy
PLANT_1187,Wheat,Yellow,0.63,35.52,33.65,Healthy
PLANT_1188,Tomato,Yellow,8.53,33.51,21.14,Healthy
PLANT_1189,Rice,Yellow,8.61,58.5,27.55,Mild Infection
PLANT_1190,Potato,Yellow,7.7,34.79,25.83,Mild Infection
PLANT_1191,Corn,Green,7.88,57.77,25.35,Severe Infection
PLANT_1192,Rice,Brown,9.41,52.37,28.99,Healthy
PLANT_1193,Tomato,Yellow,7.67,72.16,25.93,Mild Infection
PLANT_1194,Tomato,Yellow,8.24,65.67,21.73,Severe Infection
PLANT_1195,Tomato,Brown,6.67,83.41,32.88,Healthy
PLANT_1196,Tomato,Green,5.51,33.38,27.22,Mild Infection
PLANT_1197,Tomato,Yellow,8.65,55.71,32.1,Healthy
PLANT_1198,Rice,Brown,9.3,78.15,17.82,Healthy
PLANT_1199,Tomato,Brown,7.93,79.72,15.21,Mild Infection
PLANT_1200,Wheat,Yellow,5.16,78.37,25.62,Healthy
PLANT_1201,Wheat,Brown,3.7,56.35,15.2,Healthy
PLANT_1202,Potato,Yellow,9.78,86.31,28.19,Healthy
PLANT_1203,Potato,Brown,0.77,78.04,24.3,Healthy
PLANT_1204,Rice,Green,5.47,51.37,26.63,Healthy
PLANT_1205,Corn,Brown,3.11,79.39,23.01,Healthy
PLANT_1206,Wheat,Green,6.24,63.55,19.48,Healthy
PLANT_1207,Rice,Brown,6.27,76.94,33.45,Mild Infection
PLANT_1208,Potato,Yellow,0.24,47.93,24.59,Healthy
PLANT_1209,Potato,Green,7.03,70.85,23.71,Healthy
PLANT_1210,Potato,Yellow,3.34,75.17,26.56,Healthy
PLANT_1211,Tomato,Yellow,5.73,58.84,15.24,Mild Infection
PLANT_1212,Corn,Brown,1.15,80.45,17.74,Healthy
PLANT_1213,Tomato,Yellow,5.72,86.61,32.32,Healthy
PLANT_1214,Wheat,Brown,9.14,75.99,29.91,Healthy
PLANT_1215,Corn,Yellow,6.37,48.84,34.57,Healthy
PLANT_1216,Corn,Green,5.75,49.26,33.93,Healthy
PLANT_1217,Potato,Brown,0.52,40.38,22.67,Mild Infection
PLANT_1218,Potato,Green,5.58,49.59,24.2,Severe Infection
PLANT_1219,Corn,Yellow,8.85,43.34,29.99,Mild Infection
PLANT_1220,Tomato,Green,7.07,31.0,18.32,Healthy
PLANT_1221,Corn,Brown,0.82,77.84,34.93,Healthy
PLANT_1222,Corn,Brown,5.87,59.79,31.21,Healthy
PLANT_1223,Wheat,Green,0.38,49.68,34.77,Severe Infection
PLANT_1224,Tomato,Yellow,5.35,44.19,16.68,Healthy
PLANT_1225,Potato,Brown,0.42,76.84,15.48,Healthy
PLANT_1226,Corn,Green,6.47,36.72,20.82,Healthy
PLANT_1227,Tomato,Brown,0.77,61.4,30.32,Healthy
PLANT_1228,Potato,Brown,9.82,66.46,34.5,Healthy
PLANT_1229,Potato,Brown,3.22,66.32,26.65,Healthy
